season,name,team,era,pa,win_shares,average,power,walks,speed,pct_appearances_1,pct_appearances_2,pct_appearances_3,pct_appearances_4,pct_appearances_5,pct_appearances_6,pct_appearances_7,pct_appearances_8,pct_appearances_9
2021,Nicky Lopez,KCR,2010-present,565,23,4.6,0.1,2.4,5.0,0.0,40.5,0.0,0.0,0.5,0.2,0.0,4.1,54.7
1972,Greg Luzinski,PHI,1970-2009,611,13,3.2,3.6,1.5,1.6,0.0,0.0,1.3,57.8,36.2,3.6,0.2,0.0,1.0
1973,Greg Luzinski,PHI,1970-2009,671,17,3.2,4.2,1.8,1.8,0.0,0.0,0.0,88.8,10.3,0.1,0.0,0.1,0.6
1975,Greg Luzinski,PHI,1970-2009,703,20,3.8,4.8,4.0,0.7,0.0,0.0,5.4,94.3,0.0,0.0,0.0,0.0,0.3
1976,Greg Luzinski,PHI,1970-2009,605,16,4.1,4.1,2.3,0.3,0.0,0.2,0.0,98.5,0.7,0.2,0.2,0.0,0.3
1977,Greg Luzinski,PHI,1970-2009,645,23,4.3,4.9,4.1,1.4,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.2
1978,Greg Luzinski,PHI,1970-2009,657,24,1.8,4.9,4.7,1.2,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.2,0.0
1979,Greg Luzinski,PHI,1970-2009,525,5,0.6,3.6,3.5,0.3,0.4,0.2,0.0,65.1,32.6,0.2,0.0,0.2,1.3
1981,Greg Luzinski,CHW,1970-2009,441,13,2.2,4.7,4.6,0.1,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.2
1982,Greg Luzinski,CHW,1970-2009,686,17,3.8,2.7,4.3,0.3,0.3,0.0,0.0,99.6,0.0,0.0,0.0,0.0,0.1
1983,Greg Luzinski,CHW,1970-2009,593,16,1.1,4.7,4.2,0.5,0.0,0.0,0.0,97.3,0.2,2.2,0.0,0.2,0.2
2013,Manny Machado,BAL,2010-present,710,25,3.3,1.9,0.3,2.4,1.7,98.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Manny Machado,BAL,2010-present,713,30,3.6,4.0,3.9,2.7,69.6,13.0,7.4,0.0,0.6,7.2,2.2,0.0,0.0
2016,Manny Machado,BAL,2010-present,696,30,3.9,4.3,1.6,0.7,4.7,23.6,71.7,0.0,0.0,0.0,0.0,0.0,0.0
2017,Manny Machado,BAL,2010-present,690,18,1.9,3.3,1.8,1.8,0.0,58.8,41.2,0.0,0.0,0.0,0.0,0.0,0.0
2018,Manny Machado,- - -,2010-present,709,24,4.4,4.3,3.3,2.9,0.0,23.6,70.9,5.4,0.0,0.0,0.0,0.0,0.1
2019,Manny Machado,SDP,2010-present,661,17,1.2,2.3,3.1,1.3,0.0,0.2,99.1,0.6,0.0,0.0,0.2,0.0,0.0
2020,Manny Machado,SDP,2010-present,254,11,4.3,4.3,3.3,3.7,0.0,24.4,68.1,7.5,0.0,0.0,0.0,0.0,0.0
2021,Manny Machado,SDP,2010-present,640,22,3.5,2.9,2.7,3.2,0.2,16.4,56.9,25.8,0.0,0.2,0.0,0.0,0.6
2022,Manny Machado,SDP,2010-present,644,29,4.5,4.3,3.3,3.0,0.0,22.0,77.0,0.6,0.0,0.0,0.0,0.3,0.0
2023,Manny Machado,SDP,2010-present,601,15,2.0,3.6,2.0,0.8,0.0,16.5,28.3,54.6,0.7,0.0,0.0,0.0,0.0
2024,Manny Machado,SDP,2010-present,199,3,1.6,1.6,1.0,2.2,0.0,0.0,0.0,89.4,10.6,0.0,0.0,0.0,0.0
2007,Russell Martin,LAD,1970-2009,620,25,3.2,2.4,3.5,3.5,0.0,10.0,30.5,0.6,10.3,47.3,1.0,0.2,0.2
2008,Russell Martin,LAD,1970-2009,650,26,2.5,0.6,4.4,2.5,14.3,8.5,28.2,12.0,14.8,17.5,1.4,2.9,0.5
2009,Russell Martin,LAD,1970-2009,588,17,0.6,0.2,3.6,1.5,0.9,9.9,0.0,2.6,19.9,25.9,23.6,16.3,1.0
2013,Russell Martin,PIT,2010-present,506,22,0.2,2.3,4.2,1.7,0.0,11.1,0.0,4.7,49.4,13.0,20.9,0.0,0.8
2015,Russell Martin,TOR,2010-present,507,18,0.6,4.1,4.1,2.6,0.2,4.3,1.6,7.5,24.3,52.9,7.9,0.6,0.8
2016,Russell Martin,TOR,2010-present,535,15,0.2,1.9,4.4,0.6,0.2,0.0,0.0,16.6,37.2,18.5,16.4,9.5,1.5
1992,Tino Martinez,SEA,1970-2009,513,8,1.3,3.0,2.0,1.0,0.4,0.0,3.1,19.7,20.1,18.1,37.8,0.6,0.2
1994,Tino Martinez,SEA,1970-2009,366,7,1.3,4.3,1.5,0.0,0.3,0.3,0.0,0.0,24.9,31.7,39.9,2.7,0.3
1995,Tino Martinez,SEA,1970-2009,593,20,2.9,4.5,2.9,0.8,0.0,0.0,0.7,36.4,27.3,19.1,16.5,0.0,0.0
1996,Tino Martinez,NYY,1970-2009,671,16,2.8,2.3,2.6,0.4,0.0,0.7,0.6,26.4,67.7,4.3,0.0,0.3,0.0
1997,Tino Martinez,NYY,1970-2009,685,24,3.6,4.7,3.3,1.0,0.0,0.0,0.6,78.1,21.0,0.0,0.1,0.0,0.1
1998,Tino Martinez,NYY,1970-2009,608,18,2.1,3.6,3.2,0.9,0.0,0.0,0.0,36.8,62.2,0.0,0.5,0.2,0.3
1999,Tino Martinez,NYY,1970-2009,665,16,0.7,2.8,3.0,1.2,0.0,0.0,0.0,14.7,72.6,11.6,1.1,0.0,0.0
2000,Tino Martinez,NYY,1970-2009,632,9,0.9,2.1,1.6,2.3,0.0,0.0,0.0,8.7,44.8,32.3,12.5,1.6,0.2
2001,Tino Martinez,NYY,1970-2009,635,16,2.7,3.7,1.5,0.7,0.0,0.2,0.0,52.8,30.9,12.3,3.5,0.2,0.3
2002,Tino Martinez,STL,1970-2009,576,13,1.5,2.5,2.7,0.7,0.2,0.0,0.0,1.4,40.1,46.5,10.9,0.2,0.7
2003,Tino Martinez,STL,1970-2009,547,10,2.0,1.9,2.9,0.8,0.0,0.0,0.0,17.6,4.4,48.3,29.3,0.2,0.4
2004,Tino Martinez,TBD,1970-2009,538,13,0.8,3.1,4.3,1.0,0.0,0.6,2.2,37.5,28.3,25.3,5.0,0.0,1.1
2022,Jorge Mateo,BAL,2010-present,533,17,0.5,2.1,0.4,5.0,0.0,0.9,0.0,0.0,2.1,3.6,13.9,17.6,61.9
2010,Andrew McCutchen,PIT,2010-present,653,22,3.7,2.2,3.7,4.4,54.5,11.6,33.5,0.0,0.0,0.2,0.0,0.0,0.2
2011,Andrew McCutchen,PIT,2010-present,678,28,1.7,3.5,4.5,3.6,31.1,0.1,51.3,17.0,0.0,0.0,0.0,0.0,0.4
2012,Andrew McCutchen,PIT,2010-present,673,33,4.9,4.3,3.9,3.7,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.1,0.0
2013,Andrew McCutchen,PIT,2010-present,674,35,4.7,3.7,4.3,4.2,0.0,0.1,98.7,0.7,0.0,0.0,0.0,0.3,0.1
2014,Andrew McCutchen,PIT,2010-present,648,29,4.7,4.7,4.7,4.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Andrew McCutchen,PIT,2010-present,685,28,3.6,3.7,4.8,2.7,0.0,0.0,99.0,0.6,0.1,0.0,0.1,0.0,0.1
2016,Andrew McCutchen,PIT,2010-present,675,10,1.3,2.3,3.6,1.8,0.0,41.2,58.5,0.0,0.0,0.1,0.0,0.0,0.1
2017,Andrew McCutchen,PIT,2010-present,650,19,3.0,3.0,3.5,2.7,0.0,0.0,81.2,0.0,0.2,18.3,0.3,0.0,0.0
2018,Andrew McCutchen,- - -,2010-present,682,17,1.9,2.2,4.5,2.7,32.6,18.3,48.8,0.0,0.0,0.0,0.0,0.0,0.3
2020,Andrew McCutchen,PHI,2010-present,241,3,1.9,2.2,2.4,2.8,97.9,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.8
2021,Andrew McCutchen,PHI,2010-present,574,12,0.2,3.3,4.6,2.4,34.0,1.0,1.7,26.0,20.0,15.7,0.2,0.3,1.0
2022,Andrew McCutchen,MIL,2010-present,580,10,1.0,1.4,3.3,1.6,19.5,1.4,14.1,46.2,7.4,11.0,0.0,0.3,0.0
2024,Andrew McCutchen,PIT,2010-present,166,3,1.0,2.1,4.2,1.2,57.2,0.0,0.0,15.1,25.3,1.8,0.0,0.0,0.6
1988,Fred McGriff,TOR,1970-2009,623,27,3.4,5.0,4.5,2.9,0.0,0.0,4.3,3.9,46.7,28.6,10.1,6.3,0.2
1989,Fred McGriff,TOR,1970-2009,680,27,2.6,4.9,4.9,1.8,0.0,0.0,4.4,34.9,59.7,0.6,0.3,0.1,0.0
1990,Fred McGriff,TOR,1970-2009,658,23,4.4,4.6,4.7,0.9,0.0,0.0,4.1,24.0,71.9,0.0,0.0,0.0,0.0
1991,Fred McGriff,SDP,1970-2009,642,20,2.9,4.3,4.8,0.9,0.0,0.0,0.0,92.2,7.8,0.0,0.0,0.0,0.0
1992,Fred McGriff,SDP,1970-2009,632,25,3.4,4.9,4.8,2.0,0.0,0.0,0.0,99.8,0.2,0.0,0.0,0.0,0.0
1993,Fred McGriff,- - -,1970-2009,640,22,3.3,4.7,4.1,2.0,0.0,0.0,3.4,96.3,0.0,0.0,0.0,0.0,0.3
1994,Fred McGriff,ATL,1970-2009,478,21,4.2,4.7,3.4,2.0,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.2,0.0
1995,Fred McGriff,ATL,1970-2009,604,15,2.2,3.7,3.4,0.9,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1996,Fred McGriff,ATL,1970-2009,691,16,3.4,3.4,2.9,1.1,0.0,0.0,1.4,98.4,0.0,0.0,0.0,0.0,0.1
1997,Fred McGriff,ATL,1970-2009,641,11,2.3,2.4,3.0,1.7,0.0,0.0,0.0,97.7,1.2,0.8,0.0,0.0,0.3
1998,Fred McGriff,TBD,1970-2009,649,14,2.4,1.9,4.1,0.7,0.0,0.0,0.8,98.8,0.2,0.0,0.0,0.2,0.2
1999,Fred McGriff,TBD,1970-2009,620,20,4.0,4.0,4.2,0.3,0.2,0.0,0.8,98.1,0.8,0.0,0.0,0.2,0.0
2000,Fred McGriff,TBD,1970-2009,664,9,1.9,2.4,4.0,0.2,0.0,0.0,0.0,90.5,8.9,0.0,0.0,0.0,0.6
2001,Fred McGriff,- - -,1970-2009,586,19,3.9,3.8,3.7,0.2,0.0,0.0,2.4,88.4,8.4,0.0,0.5,0.2,0.2
2002,Fred McGriff,CHC,1970-2009,595,13,2.3,4.1,3.1,0.2,0.0,0.0,0.0,89.1,9.9,0.0,0.0,0.3,0.7
2014,Jordy Mercer,PIT,2010-present,555,14,1.4,2.0,1.5,2.3,0.0,11.2,0.7,0.0,1.6,6.3,27.4,49.0,3.8
2016,Jordy Mercer,PIT,2010-present,584,14,1.4,0.6,2.5,1.6,19.3,1.9,0.0,0.0,0.7,3.4,24.0,49.1,1.5
2017,Jordy Mercer,PIT,2010-present,558,11,1.3,1.2,2.5,1.4,9.1,5.6,0.0,0.0,0.0,6.1,31.2,46.4,1.6
2017,Whit Merrifield,KCR,2010-present,630,19,3.8,2.0,0.3,4.8,82.7,0.0,0.0,0.0,0.6,4.4,3.0,7.5,1.7
2018,Whit Merrifield,KCR,2010-present,707,20,4.7,0.9,2.6,4.2,71.9,20.5,0.0,0.7,3.3,3.7,0.0,0.0,0.0
2019,Whit Merrifield,KCR,2010-present,735,18,4.4,1.0,1.0,4.6,94.4,5.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0
2020,Whit Merrifield,KCR,2010-present,265,6,3.7,1.5,0.2,3.9,98.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Whit Merrifield,KCR,2010-present,720,19,3.6,0.5,0.6,4.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Whit Merrifield,- - -,2010-present,550,9,2.1,0.9,1.4,3.8,62.4,10.2,0.0,0.4,2.2,2.9,4.5,11.6,5.8
2023,Whit Merrifield,TOR,2010-present,592,10,3.8,0.3,1.1,2.6,22.8,4.6,0.0,3.2,13.3,31.9,16.6,7.6,0.0
1970,Felix Millan,ATL,1970-2009,642,15,4.1,0.6,0.6,4.4,33.5,63.1,0.0,0.0,0.0,3.4,0.0,0.0,0.0
1971,Felix Millan,ATL,1970-2009,635,14,3.8,1.0,1.1,3.7,56.7,9.8,9.1,0.6,14.2,9.4,0.0,0.0,0.2
1972,Felix Millan,ATL,1970-2009,534,6,1.7,0.4,0.3,2.7,47.8,27.2,0.7,0.0,2.4,7.5,13.3,0.4,0.7
1973,Felix Millan,NYM,1970-2009,699,19,3.6,0.4,0.4,2.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,Felix Millan,NYM,1970-2009,585,8,1.9,0.1,0.6,2.1,0.0,99.5,0.0,0.0,0.0,0.2,0.0,0.0,0.3
1975,Felix Millan,NYM,1970-2009,743,15,3.0,0.4,0.2,1.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Felix Millan,NYM,1970-2009,587,15,3.2,0.6,1.4,0.7,0.7,87.6,0.2,0.0,0.0,2.4,5.1,3.9,0.2
2009,Yadier Molina,STL,1970-2009,544,19,3.4,0.3,2.4,1.4,0.0,0.0,0.0,3.7,12.1,45.2,32.4,6.6,0.0
2010,Yadier Molina,STL,2010-present,521,18,1.8,0.3,2.0,0.9,0.0,0.0,0.0,0.0,9.8,54.1,34.7,1.3,0.0
2011,Yadier Molina,STL,2010-present,518,20,4.4,2.2,1.2,1.1,0.0,0.2,0.2,0.0,2.9,35.9,56.0,4.6,0.2
2012,Yadier Molina,STL,2010-present,563,29,4.6,3.2,2.1,1.8,0.0,0.7,1.4,1.6,30.4,64.1,0.7,0.7,0.4
2013,Yadier Molina,STL,2010-present,541,29,4.8,2.6,0.8,1.2,0.0,9.1,0.0,0.7,84.3,5.4,0.0,0.2,0.4
2015,Yadier Molina,STL,2010-present,530,14,2.3,0.2,1.5,1.3,0.0,0.0,0.0,4.0,37.9,35.5,22.1,0.4,0.2
2016,Yadier Molina,STL,2010-present,581,19,4.4,0.6,1.0,0.7,0.0,0.0,5.0,2.4,46.5,31.3,13.9,0.3,0.5
2017,Yadier Molina,STL,2010-present,543,14,2.4,1.8,0.3,2.2,0.0,0.0,2.2,2.9,84.7,9.6,0.0,0.2,0.4
2018,Yadier Molina,STL,2010-present,503,14,2.4,2.5,0.7,0.9,0.0,39.6,3.4,0.0,32.8,21.9,0.4,1.2,0.8
1978,Paul Molitor,MIL,1970-2009,556,14,2.3,1.3,0.2,4.5,95.0,0.4,0.0,0.0,0.0,0.0,0.0,4.0,0.7
1979,Paul Molitor,MIL,1970-2009,645,24,4.7,2.3,1.9,4.7,87.4,0.0,0.0,0.0,0.0,3.9,6.7,1.9,0.2
1980,Paul Molitor,MIL,1970-2009,512,16,4.1,2.4,3.1,4.3,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1982,Paul Molitor,MIL,1970-2009,751,26,4.5,2.4,2.9,4.7,99.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1
1983,Paul Molitor,MIL,1970-2009,682,22,2.0,2.2,2.9,4.5,92.4,1.8,1.9,0.0,0.0,0.0,2.8,1.2,0.0
1985,Paul Molitor,MIL,1970-2009,642,20,4.3,1.2,2.5,3.7,90.8,8.1,0.6,0.0,0.2,0.0,0.0,0.0,0.3
1987,Paul Molitor,MIL,1970-2009,542,27,4.9,3.5,4.2,4.7,91.3,0.9,5.4,0.0,1.8,0.2,0.0,0.0,0.4
1988,Paul Molitor,MIL,1970-2009,691,25,4.8,2.4,3.6,4.5,99.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
1989,Paul Molitor,MIL,1970-2009,696,26,4.6,2.0,2.9,3.1,77.7,0.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0
1991,Paul Molitor,MIL,1970-2009,752,26,4.8,2.7,3.2,4.5,98.3,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
1992,Paul Molitor,MIL,1970-2009,701,23,4.7,2.3,3.1,4.2,22.1,0.0,77.6,0.0,0.0,0.0,0.0,0.0,0.3
1993,Paul Molitor,TOR,1970-2009,725,25,4.9,3.6,3.2,3.7,0.0,3.2,81.4,0.0,0.0,15.4,0.0,0.0,0.0
1994,Paul Molitor,TOR,1970-2009,516,16,4.8,2.8,2.9,4.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Paul Molitor,TOR,1970-2009,598,10,1.7,2.0,2.7,2.8,0.0,72.1,27.8,0.0,0.0,0.0,0.0,0.0,0.2
1996,Paul Molitor,MIN,1970-2009,729,18,4.8,1.2,1.4,3.6,0.0,0.5,98.6,0.7,0.0,0.1,0.0,0.0,0.0
1997,Paul Molitor,MIN,1970-2009,597,10,4.1,1.3,1.6,2.6,0.0,0.2,99.0,0.8,0.0,0.0,0.0,0.0,0.0
1998,Paul Molitor,MIN,1970-2009,559,6,2.2,0.7,2.0,4.0,0.0,7.0,84.6,8.2,0.0,0.2,0.0,0.0,0.0
2011,Mitch Moreland,TEX,2010-present,512,7,1.7,2.0,1.9,1.3,0.0,3.5,0.0,0.2,4.5,14.8,43.4,21.3,12.3
2013,Mitch Moreland,TEX,2010-present,518,9,0.3,4.0,2.9,0.6,0.0,1.7,0.0,0.0,9.5,32.4,31.7,18.0,6.8
2015,Mitch Moreland,TEX,2010-present,515,15,3.2,3.6,1.7,0.2,0.2,3.3,0.2,16.3,55.5,21.7,1.9,0.4,0.4
2016,Mitch Moreland,TEX,2010-present,503,9,0.2,2.8,1.7,0.3,0.4,0.0,0.0,0.6,15.1,32.8,33.4,15.1,2.6
2017,Mitch Moreland,BOS,2010-present,576,12,1.0,2.8,3.1,0.2,0.0,0.2,0.0,38.0,34.9,13.2,10.9,2.8,0.0
1970,Joe Morgan,HOU,1970-2009,658,19,1.6,1.5,4.5,4.8,32.1,66.9,0.6,0.0,0.0,0.0,0.2,0.2,0.2
1971,Joe Morgan,HOU,1970-2009,689,26,1.2,3.0,4.3,4.9,0.0,99.3,0.0,0.0,0.0,0.3,0.0,0.0,0.4
1972,Joe Morgan,CIN,1970-2009,680,37,3.9,2.8,4.9,4.8,4.4,95.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4
1973,Joe Morgan,CIN,1970-2009,698,40,3.6,4.3,4.7,4.6,0.0,99.1,0.0,0.0,0.0,0.0,0.0,0.1,0.7
1974,Joe Morgan,CIN,1970-2009,641,35,3.7,4.6,5.0,4.5,0.0,68.5,30.1,0.0,0.0,0.0,0.0,0.0,1.4
1975,Joe Morgan,CIN,1970-2009,639,43,4.8,4.2,5.0,4.8,0.0,13.5,83.7,1.7,0.0,0.0,0.0,0.8,0.3
1976,Joe Morgan,CIN,1970-2009,599,35,4.6,4.9,5.0,4.8,0.0,0.8,97.5,0.0,0.0,0.2,0.2,0.8,0.5
1977,Joe Morgan,CIN,1970-2009,645,26,3.0,3.7,5.0,4.7,0.0,9.8,84.5,4.8,0.0,0.3,0.2,0.0,0.5
1978,Joe Morgan,CIN,1970-2009,533,14,0.3,2.8,4.7,2.7,0.0,25.7,70.2,1.7,0.0,0.0,0.8,0.4,1.3
1979,Joe Morgan,CIN,1970-2009,538,16,0.5,1.8,4.9,3.4,11.3,40.3,47.4,0.0,0.2,0.0,0.4,0.0,0.4
1980,Joe Morgan,HOU,1970-2009,562,20,0.3,2.6,5.0,3.5,37.0,3.7,27.0,18.9,0.0,10.0,1.1,0.7,1.6
1981,Joe Morgan,SFG,1970-2009,378,12,0.5,3.2,5.0,2.8,62.2,3.4,23.5,0.0,0.0,8.2,1.6,0.3,0.8
1982,Joe Morgan,SFG,1970-2009,554,26,3.7,2.9,4.9,3.6,24.9,71.7,0.5,0.0,0.0,0.0,0.4,0.9,1.6
1977,Eddie Murray,BAL,1970-2009,666,20,2.9,3.6,1.6,0.2,0.0,0.2,1.1,4.5,84.4,9.6,0.2,0.0,0.2
1978,Eddie Murray,BAL,1970-2009,690,22,3.5,4.2,3.3,1.5,0.0,0.0,29.0,54.8,11.0,4.5,0.7,0.0,0.0
1979,Eddie Murray,BAL,1970-2009,687,24,3.8,3.5,3.4,2.5,0.0,0.0,1.2,82.0,6.6,9.9,0.4,0.0,0.0
1980,Eddie Murray,BAL,1970-2009,683,23,3.7,4.5,2.2,1.5,0.0,0.1,0.0,97.2,2.3,0.1,0.0,0.0,0.1
1981,Eddie Murray,BAL,1970-2009,422,19,3.8,4.9,3.0,1.3,0.0,0.0,0.0,96.9,0.0,3.1,0.0,0.0,0.0
1982,Eddie Murray,BAL,1970-2009,627,25,4.8,4.4,3.8,1.6,0.0,0.0,0.2,98.1,1.8,0.0,0.0,0.0,0.0
1983,Eddie Murray,BAL,1970-2009,680,30,4.3,4.6,4.6,2.4,0.0,0.0,0.0,99.4,0.4,0.0,0.0,0.0,0.1
1984,Eddie Murray,BAL,1970-2009,705,30,4.4,3.8,5.0,2.6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1985,Eddie Murray,BAL,1970-2009,677,25,4.2,4.3,4.3,1.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1986,Eddie Murray,BAL,1970-2009,578,19,4.3,2.5,4.5,0.8,0.0,0.2,0.0,99.7,0.0,0.0,0.0,0.0,0.2
1987,Eddie Murray,BAL,1970-2009,694,21,2.5,2.9,3.2,0.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1988,Eddie Murray,BAL,1970-2009,681,17,3.5,3.8,3.7,0.9,0.0,0.0,6.2,93.8,0.0,0.0,0.0,0.0,0.0
1989,Eddie Murray,LAD,1970-2009,690,16,1.6,3.3,4.2,0.8,0.0,0.0,19.4,80.4,0.0,0.0,0.0,0.1,0.0
1990,Eddie Murray,LAD,1970-2009,645,27,4.9,4.0,4.2,2.0,0.0,0.0,0.3,99.2,0.0,0.2,0.0,0.0,0.3
1991,Eddie Murray,LAD,1970-2009,639,15,1.7,2.3,2.4,1.6,0.0,0.0,11.9,69.2,18.5,0.0,0.0,0.3,0.2
1992,Eddie Murray,NYM,1970-2009,625,15,1.7,3.4,3.6,1.5,0.0,0.0,4.5,70.4,24.5,0.2,0.2,0.0,0.3
1993,Eddie Murray,NYM,1970-2009,659,12,2.9,3.7,0.9,0.4,0.0,0.0,97.1,2.9,0.0,0.0,0.0,0.0,0.0
1994,Eddie Murray,CLE,1970-2009,467,5,0.7,2.5,0.9,2.2,0.0,0.0,0.0,6.4,93.6,0.0,0.0,0.0,0.0
1995,Eddie Murray,CLE,1970-2009,480,15,4.6,3.1,1.5,1.3,0.0,0.0,0.0,0.8,98.8,0.4,0.0,0.0,0.0
1996,Eddie Murray,- - -,1970-2009,637,7,0.9,1.9,2.4,1.2,0.0,0.2,0.0,3.0,33.1,29.8,33.6,0.0,0.3
1970,Graig Nettles,CLE,1970-2009,633,23,0.4,2.8,3.9,1.0,7.4,45.3,0.6,3.6,13.0,14.4,4.6,10.7,0.3
1971,Graig Nettles,CLE,1970-2009,690,33,2.0,3.6,3.8,1.2,20.1,16.1,10.3,40.6,9.4,0.6,1.7,1.2,0.0
1972,Graig Nettles,CLE,1970-2009,623,21,2.0,3.3,2.9,0.3,0.0,0.6,1.3,47.6,36.4,10.4,3.7,0.0,0.0
1973,Graig Nettles,NYY,1970-2009,641,23,0.3,3.1,4.1,0.0,0.0,0.0,1.7,0.0,16.4,75.8,4.7,1.2,0.2
1974,Graig Nettles,NYY,1970-2009,638,23,0.8,3.7,3.1,0.3,0.0,0.0,0.0,8.3,25.5,32.1,33.4,0.6,0.0
1975,Graig Nettles,NYY,1970-2009,647,20,2.3,3.6,2.2,1.3,0.0,0.0,0.6,0.6,39.4,43.0,16.4,0.0,0.0
1976,Graig Nettles,NYY,1970-2009,657,31,1.4,4.8,3.1,2.3,0.0,0.6,2.0,0.0,11.6,75.5,10.4,0.0,0.0
1977,Graig Nettles,NYY,1970-2009,664,25,0.9,4.7,3.5,1.5,0.8,21.1,2.3,5.3,2.9,31.5,31.3,5.0,0.0
1978,Graig Nettles,NYY,1970-2009,662,27,2.6,3.9,2.6,0.5,0.0,8.3,3.2,0.6,12.8,43.7,25.7,5.7,0.0
1979,Graig Nettles,NYY,1970-2009,588,16,0.6,2.3,3.2,0.2,0.0,1.5,14.5,16.5,20.7,42.3,4.1,0.3,0.0
1981,Graig Nettles,NYY,1970-2009,402,12,0.8,3.6,4.0,0.5,0.0,0.0,0.0,2.2,11.7,62.4,23.4,0.0,0.2
1983,Graig Nettles,NYY,1970-2009,519,15,1.8,3.5,3.7,0.4,0.2,22.9,2.1,22.9,6.7,14.1,14.5,16.6,0.0
1985,Graig Nettles,SDP,1970-2009,515,16,1.8,3.3,4.5,0.4,0.0,0.0,0.0,57.3,19.8,16.3,5.0,0.4,1.2
2021,Shohei Ohtani,LAA,2010-present,639,41,1.8,5.0,4.9,4.8,15.3,78.9,4.4,0.2,0.0,0.2,0.3,0.8,0.0
2022,Shohei Ohtani,LAA,2010-present,666,39,3.6,4.7,4.2,3.4,21.5,26.1,50.5,1.4,0.0,0.0,0.0,0.3,0.3
2023,Shohei Ohtani,LAA,2010-present,599,39,4.8,5.0,4.9,4.6,3.8,52.9,43.2,0.0,0.0,0.0,0.0,0.0,0.0
2024,Shohei Ohtani,LAD,2010-present,226,12,5.0,4.9,3.4,4.3,1.8,98.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Rey Ordonez,NYM,1970-2009,530,8,1.1,0.1,0.2,1.8,0.0,1.5,0.0,0.2,0.0,0.0,0.0,97.2,1.1
1998,Rey Ordonez,NYM,1970-2009,548,3,0.4,0.0,0.2,0.8,1.3,0.0,0.4,0.0,0.2,0.0,1.8,94.5,1.8
1999,Rey Ordonez,NYM,1970-2009,588,17,0.6,0.0,1.6,1.7,0.0,0.3,0.0,0.0,0.2,0.0,0.0,98.8,0.7
2001,Rey Ordonez,NYM,1970-2009,505,8,0.4,0.3,1.2,1.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,93.3,6.3
2002,Rey Ordonez,NYM,1970-2009,499,8,1.1,0.2,0.5,1.5,0.0,1.8,0.0,0.0,0.0,0.0,0.2,93.0,5.0
2003,David Ortiz,BOS,1970-2009,509,16,3.2,4.9,3.9,0.7,0.2,0.4,0.8,6.5,79.2,8.8,2.8,0.4,1.0
2004,David Ortiz,BOS,1970-2009,669,21,3.9,4.9,3.8,0.5,0.0,0.0,62.9,33.5,1.8,1.3,0.3,0.0,0.1
2005,David Ortiz,BOS,1970-2009,713,25,3.9,4.9,4.7,0.9,0.0,0.0,79.4,20.3,0.0,0.0,0.1,0.0,0.1
2006,David Ortiz,BOS,1970-2009,686,26,2.6,5.0,4.9,0.8,0.3,0.0,99.6,0.0,0.0,0.0,0.0,0.0,0.1
2007,David Ortiz,BOS,1970-2009,667,26,4.8,4.9,4.9,1.7,0.0,0.0,99.7,0.0,0.1,0.0,0.0,0.0,0.1
2009,David Ortiz,BOS,1970-2009,627,10,0.1,3.7,4.0,0.5,0.0,0.0,29.2,15.3,36.8,16.3,1.6,0.0,0.8
2010,David Ortiz,BOS,2010-present,606,15,2.6,4.8,4.7,0.4,0.0,0.0,35.8,33.7,21.6,8.1,0.2,0.2,0.5
2011,David Ortiz,BOS,2010-present,605,18,4.7,4.4,4.6,0.6,0.0,0.0,2.3,15.0,78.0,3.3,0.2,0.3,0.8
